province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Hue,24,17,10,ESE,3.0,87,73,1018,2021-01-30
Hue,20,13,8,S,0.7,78,50,1020,2009-01-11
Hue,27,21,7,ESE,1.0,84,23,1015,2010-01-11
Hue,19,16,12,NNW,9.7,94,91,1014,2011-01-11
Hue,20,18,8,W,11.6,94,95,1019,2012-01-11
Hue,22,18,5,WSW,4.4,90,85,1016,2013-01-11
Hue,23,20,10,E,8.3,88,79,1018,2014-01-11
Hue,19,17,12,NW,19.9,95,94,1017,2015-01-11
Hue,29,22,6,SSW,4.6,84,39,1014,2016-01-11
Hue,26,22,14,ESE,1.2,85,50,1013,2017-01-11
Hue,18,17,13,NNW,4.2,87,100,1021,2018-01-11
Hue,26,21,8,ESE,0.7,85,44,1017,2019-01-11
Hue,27,20,7,ESE,0.0,82,18,1012,2020-01-11
Hue,17,14,19,NNW,44.6,94,100,1020,2021-01-11
Hue,24,17,10,ESE,0.0,84,22,1016,2009-02-01
Hue,30,21,10,SE,0.0,77,10,1013,2010-02-01
Hue,19,17,9,S,9.6,94,91,1018,2011-02-01
Hue,24,19,5,SE,3.1,91,75,1016,2012-02-01
Hue,27,21,10,ESE,0.7,83,40,1017,2013-02-01
Hue,26,16,8,SE,0.0,81,4,1014,2014-02-01
Hue,21,18,13,E,6.7,90,81,1020,2015-02-01
Hue,22,19,12,NW,8.7,95,98,1017,2016-02-01
Hue,22,20,9,SE,54.0,95,100,1017,2017-02-01
Hue,18,15,11,WSW,5.2,84,91,1019,2018-02-01
Hue,23,20,6,ESE,3.3,85,70,1019,2019-02-01
Hue,23,18,15,ESE,1.6,84,60,1017,2020-02-01
Hue,25,18,8,ESE,0.1,86,34,1017,2021-02-01
Hue,21,18,12,NNE,36.1,94,99,1018,2009-01-24
Hue,24,20,7,NW,5.5,94,90,1017,2010-01-24
Hue,20,17,12,SSW,23.9,95,94,1018,2011-01-24
Hue,23,17,7,SSW,2.0,92,71,1014,2012-01-24
Hue,26,20,7,ESE,0.1,83,30,1015,2013-01-24
Hue,23,14,9,SE,0.0,80,8,1015,2014-01-24
Hue,25,17,10,SE,0.0,78,1,1016,2015-01-24
Hue,18,15,17,W,7.0,89,100,1026,2016-01-24
Hue,21,19,9,SW,13.4,94,100,1020,2017-01-24
Hue,26,22,13,ESE,2.0,88,72,1011,2018-01-24
Hue,24,19,11,ESE,1.3,80,38,1018,2019-01-24
Hue,29,20,10,SE,0.0,81,11,1014,2020-01-24
Hue,26,18,8,ESE,0.0,86,15,1013,2021-01-24
Hue,24,13,5,SE,0.0,82,14,1015,2009-01-31
Hue,29,22,9,SE,0.0,79,8,1014,2010-01-31
Hue,19,17,11,ENE,13.4,93,96,1019,2011-01-31
Hue,21,19,10,S,24.2,95,97,1017,2012-01-31
Hue,27,21,13,ESE,1.4,82,48,1017,2013-01-31
Hue,23,16,7,ESE,0.5,83,41,1016,2014-01-31
Hue,22,18,10,ESE,2.7,87,64,1020,2015-01-31
Hue,26,21,6,SSE,1.7,90,61,1015,2016-01-31
Hue,24,17,6,WNW,0.5,84,65,1016,2017-01-31
Hue,20,17,13,NNW,5.6,90,100,1018,2018-01-31
Hue,27,20,8,E,0.1,81,17,1018,2019-01-31
Hue,21,16,9,SSE,2.9,86,83,1018,2020-01-31
Hue,24,19,11,ESE,4.7,87,70,1017,2021-01-31
Hue,24,17,7,ESE,0.1,85,21,1015,2009-02-05
Hue,29,23,12,SE,0.2,76,30,1013,2010-02-05
Hue,24,18,9,ESE,1.1,84,36,1015,2011-02-05
Hue,27,20,9,SE,0.5,86,23,1013,2012-02-05
Hue,29,22,9,ESE,0.4,86,25,1016,2013-02-05
Hue,28,20,11,SE,0.0,83,21,1009,2014-02-05
Hue,23,17,9,ESE,3.9,84,55,1020,2015-02-05
Hue,19,17,12,NNW,5.8,94,100,1019,2016-02-05
Hue,25,18,8,NW,0.4,87,38,1013,2017-02-05
Hue,17,15,15,NNW,7.6,86,98,1023,2018-02-05
Hue,29,23,11,ESE,0.0,84,11,1015,2019-02-05
Hue,26,19,12,ESE,0.0,80,5,1016,2020-02-05
Hue,24,18,8,ESE,1.3,87,78,1017,2021-02-05
Hue,24,16,5,SSE,0.7,86,65,1015,2009-01-28
Hue,27,20,7,ESE,0.1,86,22,1015,2010-01-28
Hue,21,18,10,E,19.8,94,98,1019,2011-01-28
Hue,26,18,8,E,0.0,85,26,1013,2012-01-28
Hue,25,20,6,SE,4.7,85,75,1017,2013-01-28
Hue,24,16,8,SE,0.3,84,41,1016,2014-01-28
Hue,26,18,12,SE,0.0,82,3,1014,2015-01-28
Hue,24,18,6,SSW,2.3,89,77,1016,2016-01-28
Hue,25,18,8,ESE,0.1,78,19,1016,2017-01-28
Hue,27,22,11,ESE,1.1,88,37,1011,2018-01-28
Hue,22,19,7,E,12.7,88,86,1018,2019-01-28
Hue,22,19,10,WNW,15.0,93,94,1013,2020-01-28
Hue,23,19,10,E,2.8,87,70,1018,2021-01-28
Hue,24,16,7,E,0.3,85,34,1016,2009-02-02
Hue,30,22,10,SE,0.2,76,18,1012,2010-02-02
Hue,19,17,10,NNW,7.6,92,89,1018,2011-02-02
Hue,24,19,10,ESE,1.0,88,76,1016,2012-02-02
Hue,26,20,9,E,0.2,81,37,1017,2013-02-02
Hue,27,17,8,SE,0.0,82,4,1011,2014-02-02
Hue,22,19,13,E,15.2,92,85,1020,2015-02-02
Hue,18,16,14,NNW,3.8,91,98,1020,2016-02-02
Hue,22,21,14,ENE,10.3,93,100,1018,2017-02-02
Hue,19,16,11,W,5.4,88,98,1020,2018-02-02
Hue,26,21,9,ESE,2.3,82,52,1016,2019-02-02
Hue,26,18,11,ESE,0.0,80,8,1018,2020-02-02
Hue,25,18,8,ESE,0.0,86,22,1017,2021-02-02
Hue,24,18,7,ESE,1.9,89,50,1015,2009-02-03
Hue,30,23,12,SE,0.3,77,19,1012,2010-02-03
Hue,22,16,6,ENE,5.8,90,79,1017,2011-02-03
Hue,22,20,9,E,6.5,92,82,1017,2012-02-03
Hue,26,20,7,E,1.2,85,65,1015,2013-02-03
Hue,27,19,8,ESE,0.0,82,6,1009,2014-02-03
Hue,22,18,8,E,6.8,89,51,1021,2015-02-03
Hue,20,16,7,NW,1.4,89,94,1019,2016-02-03
Hue,23,21,11,ENE,45.6,95,100,1016,2017-02-03
Hue,17,15,14,W,7.3,86,92,1022,2018-02-03
Hue,28,22,9,ESE,0.0,81,9,1015,2019-02-03
Hue,26,17,11,SE,0.0,82,6,1016,2020-02-03
