province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Play Cu,27,14,15,ENE,0.0,79,42,1017,2013-01-30
Play Cu,25,11,13,ENE,0.0,76,44,1016,2014-01-30
Play Cu,28,13,14,ENE,0.0,69,5,1017,2015-01-30
Play Cu,30,19,13,E,2.2,79,42,1014,2016-01-30
Play Cu,28,16,11,ENE,0.4,76,26,1014,2017-01-30
Play Cu,30,16,11,ENE,0.2,72,29,1014,2018-01-30
Play Cu,28,16,10,ENE,0.0,75,30,1016,2019-01-30
Play Cu,25,16,10,ENE,0.6,74,66,1016,2020-01-30
Play Cu,26,13,14,ENE,0.0,71,8,1016,2021-01-30
Play Cu,22,13,21,NE,0.0,77,31,1021,2009-01-14
Play Cu,25,18,16,NE,0.4,79,42,1020,2010-01-14
Play Cu,28,14,9,ENE,0.0,78,44,1013,2011-01-14
Play Cu,26,17,13,ENE,0.3,85,46,1011,2012-01-14
Play Cu,27,15,11,ENE,0.3,81,58,1015,2013-01-14
Play Cu,21,11,15,ENE,0.1,81,48,1017,2014-01-14
Play Cu,25,11,14,ENE,0.0,78,26,1018,2015-01-14
Play Cu,29,19,12,E,3.8,82,39,1014,2016-01-14
Play Cu,24,20,11,NE,23.8,83,75,1012,2017-01-14
Play Cu,26,14,12,NE,0.0,73,28,1016,2018-01-14
Play Cu,30,14,11,ENE,0.0,74,25,1014,2019-01-14
Play Cu,27,13,12,ENE,0.0,74,22,1014,2020-01-14
Play Cu,26,10,9,E,0.0,72,13,1014,2021-01-14
Play Cu,29,15,14,E,0.0,76,25,1014,2009-01-31
Play Cu,30,17,11,E,0.0,63,14,1014,2010-01-31
Play Cu,22,16,18,ENE,0.2,79,47,1017,2011-01-31
Play Cu,25,17,16,NE,0.0,83,37,1015,2012-01-31
Play Cu,27,16,13,ENE,0.0,80,53,1017,2013-01-31
Play Cu,25,11,12,ENE,0.0,79,55,1016,2014-01-31
Play Cu,25,13,17,ENE,0.0,76,8,1018,2015-01-31
Play Cu,29,18,14,E,0.0,78,24,1014,2016-01-31
Play Cu,29,14,12,ENE,0.2,74,16,1014,2017-01-31
Play Cu,30,17,10,ENE,0.4,73,24,1015,2018-01-31
Play Cu,29,15,10,ENE,0.0,69,29,1016,2019-01-31
Play Cu,25,13,13,ENE,0.0,73,17,1016,2020-01-31
Play Cu,26,15,13,ENE,0.0,74,18,1016,2021-01-31
Play Cu,22,14,18,NE,0.0,76,25,1019,2009-01-16
Play Cu,27,16,21,NE,0.0,73,25,1019,2010-01-16
Play Cu,22,12,16,NE,0.0,78,40,1016,2011-01-16
Play Cu,24,19,7,E,12.7,92,71,1009,2012-01-16
Play Cu,27,12,15,ENE,0.0,78,33,1017,2013-01-16
Play Cu,25,10,14,NE,0.0,79,33,1018,2014-01-16
Play Cu,25,10,15,NE,0.0,70,1,1018,2015-01-16
Play Cu,27,20,4,SE,20.0,78,51,1011,2016-01-16
Play Cu,25,18,16,ENE,0.0,83,44,1014,2017-01-16
Play Cu,31,15,8,ENE,0.0,73,33,1012,2018-01-16
Play Cu,29,18,12,ENE,0.3,71,34,1014,2019-01-16
Play Cu,31,14,7,ENE,0.0,73,32,1014,2020-01-16
Play Cu,28,13,9,ENE,0.0,74,25,1013,2021-01-16
Play Cu,28,15,16,ENE,0.0,75,17,1015,2009-02-01
Play Cu,31,18,13,E,0.0,63,8,1014,2010-02-01
Play Cu,26,14,16,ENE,0.0,80,40,1016,2011-02-01
Play Cu,26,16,14,ENE,0.0,84,42,1015,2012-02-01
Play Cu,30,15,12,ENE,0.0,75,41,1016,2013-02-01
Play Cu,27,12,7,ESE,0.0,73,29,1014,2014-02-01
Play Cu,25,13,20,ENE,0.0,77,23,1018,2015-02-01
Play Cu,31,17,14,ENE,0.0,74,15,1015,2016-02-01
Play Cu,27,16,15,NE,0.4,79,49,1015,2017-02-01
Play Cu,28,15,11,E,0.0,69,15,1016,2018-02-01
Play Cu,28,14,12,ENE,0.0,68,19,1017,2019-02-01
Play Cu,27,13,12,ENE,0.0,74,22,1016,2020-02-01
Play Cu,31,14,10,ENE,0.0,72,22,1015,2021-02-01
Play Cu,29,15,14,ENE,0.0,76,23,1013,2009-01-23
Play Cu,31,18,15,ENE,0.0,78,23,1016,2010-01-23
Play Cu,26,16,14,NE,0.0,81,67,1016,2011-01-23
Play Cu,24,17,12,ENE,0.0,85,50,1013,2012-01-23
Play Cu,28,15,12,ENE,0.0,78,38,1015,2013-01-23
Play Cu,23,8,14,ENE,0.0,79,30,1018,2014-01-23
Play Cu,28,12,9,E,0.0,70,12,1016,2015-01-23
Play Cu,28,18,18,ENE,2.8,77,22,1017,2016-01-23
Play Cu,25,15,16,NE,0.0,78,20,1018,2017-01-23
Play Cu,28,17,8,ENE,8.4,82,61,1011,2018-01-23
Play Cu,29,13,10,ENE,0.0,71,16,1017,2019-01-23
Play Cu,29,14,11,E,0.0,67,3,1014,2020-01-23
Play Cu,29,16,8,E,0.1,75,48,1012,2021-01-23
Play Cu,29,13,15,ENE,0.0,69,5,1015,2009-02-02
Play Cu,33,17,11,ESE,0.0,68,9,1013,2010-02-02
Play Cu,25,14,16,ENE,0.0,81,57,1016,2011-02-02
Play Cu,27,16,14,ENE,0.0,84,55,1015,2012-02-02
Play Cu,30,15,14,ENE,0.0,77,44,1016,2013-02-02
Play Cu,29,13,5,SE,0.0,72,12,1011,2014-02-02
Play Cu,26,14,17,ENE,0.0,77,28,1019,2015-02-02
Play Cu,27,17,21,NE,0.0,71,16,1016,2016-02-02
Play Cu,25,20,21,ENE,0.2,75,65,1015,2017-02-02
